,ticker,periodOfReport,linkToFilingDetails,formType,cik
416,ABNB,2020-12-31,https://www.sec.gov/Archives/edgar/data/1559720/000155972021000010/airbnb-10k.htm,10-K,1559720
417,FANG,2021-12-31,https://www.sec.gov/Archives/edgar/data/1539838/000153983822000008/fang-20211231.htm,10-K,1539838
418,FANG,2020-12-31,https://www.sec.gov/Archives/edgar/data/1539838/000153983821000015/fang-20201231.htm,10-K,1539838
419,FANG,2019-12-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1539838/000153983820000021/diamondback201910-k.htm,10-K,1539838
420,FANG,2018-12-31,https://www.sec.gov/Archives/edgar/data/1539838/000153983819000030/diamondback201810-ka.htm,10-K/A,1539838
421,FANG,2018-12-31,https://www.sec.gov/Archives/edgar/data/1539838/000153983819000008/diamondback201810-k.htm,10-K,1539838
422,FANG,2017-12-31,https://www.sec.gov/Archives/edgar/data/1539838/000153983818000014/diamondback201710-k.htm,10-K,1539838
423,FANG,2016-12-31,https://www.sec.gov/Archives/edgar/data/1539838/000153983817000009/diamondback201610-k.htm,10-K,1539838
424,FANG,2015-12-31,https://www.sec.gov/Archives/edgar/data/1539838/000153983816000129/diamondback201510-k.htm,10-K,1539838
425,FANG,2014-12-31,https://www.sec.gov/Archives/edgar/data/1539838/000153983815000005/a12311410-k.htm,10-K,1539838
426,FANG,2013-12-31,https://www.sec.gov/Archives/edgar/data/1539838/000153983814000007/a12311310-k.htm,10-K,1539838
427,FANG,2012-12-31,https://www.sec.gov/Archives/edgar/data/1539838/000153983813000013/a12311210-ka.htm,10-K/A,1539838
428,FANG,2012-12-31,https://www.sec.gov/Archives/edgar/data/1539838/000153983813000004/a12311210-k.htm,10-K,1539838
429,MRO,2021-12-31,https://www.sec.gov/Archives/edgar/data/101778/000010177822000016/mro-20211231.htm,10-K,101778
430,MRO,2020-12-31,https://www.sec.gov/Archives/edgar/data/101778/000010177821000018/mro-20201231.htm,10-K,101778
431,MRO,2019-12-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/101778/000010177820000023/mro-20191231x10k2019.htm,10-K,101778
432,MRO,2018-12-31,https://www.sec.gov/Archives/edgar/data/101778/000010177819000022/mro-20181231x10kq42018.htm,10-K,101778
433,MRO,2017-12-31,https://www.sec.gov/Archives/edgar/data/101778/000010177818000026/mro-20171231x10kq42017.htm,10-K,101778
434,MRO,2016-12-31,https://www.sec.gov/Archives/edgar/data/101778/000010177817000046/mro-20161231x10k.htm,10-K,101778
435,MRO,2015-12-31,https://www.sec.gov/Archives/edgar/data/101778/000010177816000047/mro-20151231x10k.htm,10-K,101778
436,MRO,2014-12-31,https://www.sec.gov/Archives/edgar/data/101778/000010177815000007/mro-20141231x10k.htm,10-K,101778
437,MRO,2013-12-31,https://www.sec.gov/Archives/edgar/data/101778/000010177814000014/mro-20131231x10k.htm,10-K,101778
438,MRO,2012-12-31,https://www.sec.gov/Archives/edgar/data/101778/000010177813000006/mro-20121231x10k.htm,10-K,101778
439,DVN,2021-12-31,https://www.sec.gov/Archives/edgar/data/1090012/000156459022005321/dvn-10k_20211231.htm,10-K,1090012
440,DVN,2020-12-31,https://www.sec.gov/Archives/edgar/data/1090012/000156459021006239/dvn-10k_20201231.htm,10-K,1090012
441,DVN,2019-12-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1090012/000156459020005182/dvn-10k_20191231.htm,10-K,1090012
442,DVN,2018-12-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1090012/000156459019003382/dvn-10k_20181231.htm,10-K,1090012
443,DVN,2017-12-31,https://www.sec.gov/Archives/edgar/data/1090012/000156459018002582/dvn-10k_20171231.htm,10-K,1090012
444,DVN,2016-12-31,https://www.sec.gov/Archives/edgar/data/1090012/000156459017001607/dvn-10k_20161231.htm,10-K,1090012
445,DVN,2015-12-31,https://www.sec.gov/Archives/edgar/data/1090012/000119312516466687/d109858d10k.htm,10-K,1090012
446,DVN,2014-12-31,https://www.sec.gov/Archives/edgar/data/1090012/000119312515056497/d859923d10k.htm,10-K,1090012
447,DVN,2013-12-31,https://www.sec.gov/Archives/edgar/data/1090012/000119312514076267/d656849d10k.htm,10-K,1090012
448,DVN,2012-12-31,https://www.sec.gov/Archives/edgar/data/1090012/000119312513068817/d477194d10k.htm,10-K,1090012
449,SPWR,2022-01-02,https://www.sec.gov/Archives/edgar/data/867773/000086777322000016/spwr-20220102.htm,10-K,867773
450,SPWR,2021-01-03,https://www.sec.gov/Archives/edgar/data/867773/000086777321000026/spwr-20210103.htm,10-K,867773
451,SPWR,2019-12-29,https://www.sec.gov/ix?doc=/Archives/edgar/data/867773/000086777320000010/spwr-20191229.htm,10-K,867773
452,SPWR,2018-12-30,https://www.sec.gov/Archives/edgar/data/867773/000086777319000006/spwr_12302018x10-k.htm,10-K,867773
453,SPWR,2017-12-31,https://www.sec.gov/Archives/edgar/data/867773/000086777318000016/spwr_12312017x10-k.htm,10-K,867773
454,SPWR,2017-01-01,https://www.sec.gov/Archives/edgar/data/867773/000086777317000013/spwr_01012017x10-k.htm,10-K,867773
455,SPWR,2016-01-03,https://www.sec.gov/Archives/edgar/data/867773/000086777316000101/spwr_01032016x10-k.htm,10-K,867773
456,SPWR,2014-12-28,https://www.sec.gov/Archives/edgar/data/867773/000086777315000013/spwr_12282014x10-k.htm,10-K,867773
457,SPWR,2013-12-29,https://www.sec.gov/Archives/edgar/data/867773/000086777314000011/spwr_12292013x10-k.htm,10-K,867773
458,SPWR,2012-12-30,https://www.sec.gov/Archives/edgar/data/867773/000086777313000042/spwr0711201310-ka.htm,10-K/A,867773
459,SPWR,2012-12-30,https://www.sec.gov/Archives/edgar/data/867773/000086777313000020/spwr1230201210-ka.htm,10-K/A,867773
460,SPWR,2012-12-30,https://www.sec.gov/Archives/edgar/data/867773/000086777313000012/spwr_12302012x10-k.htm,10-K,867773
461,SPWR,,https://www.sec.gov/Archives/edgar/data/867773/000086777312000037/form10-ka20120628.htm,10-K/A,867773
462,REGI,2021-12-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1463258/000162828022004504/regi-20211231.htm,10-K,1463258
463,REGI,2020-12-31,https://www.sec.gov/Archives/edgar/data/1463258/000162828021003654/regi-20201231.htm,10-K,1463258
464,REGI,2019-12-31,https://www.sec.gov/Archives/edgar/data/1463258/000162828021003303/regi-20191231.htm,10-K/A,1463258
465,REGI,2019-12-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1463258/000162828020003141/regi-20191231x10k.htm,10-K,1463258
466,REGI,2018-12-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1463258/000162828019002647/regi-20181231x10k.htm,10-K,1463258
467,REGI,2017-12-31,https://www.sec.gov/Archives/edgar/data/1463258/000162828018003045/regi-20171231x10k.htm,10-K,1463258
468,REGI,2016-12-31,https://www.sec.gov/Archives/edgar/data/1463258/000162828017002479/regi-20161231x10k.htm,10-K,1463258
469,REGI,2015-12-31,https://www.sec.gov/Archives/edgar/data/1463258/000162828016012666/regi-20151231x10k.htm,10-K,1463258
470,REGI,2014-12-31,https://www.sec.gov/Archives/edgar/data/1463258/000162828015001595/regi-20141231x10k.htm,10-K,1463258
471,REGI,2013-12-31,https://www.sec.gov/Archives/edgar/data/1463258/000144530514000784/regi-20131231x10k.htm,10-K,1463258
472,REGI,2012-12-31,https://www.sec.gov/Archives/edgar/data/1463258/000119312513098354/d444091d10k.htm,10-K,1463258
473,MTRX,2021-06-30,https://www.sec.gov/Archives/edgar/data/866273/000086627321000088/mtrx-20210630.htm,10-K,866273
474,MTRX,2020-06-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/866273/000086627320000109/mtrx-20200630.htm,10-K,866273
475,MTRX,2019-06-30,https://www.sec.gov/Archives/edgar/data/866273/000086627319000094/mtrx2019-06x3010xk.htm,10-K,866273
476,MTRX,2018-06-30,https://www.sec.gov/Archives/edgar/data/866273/000086627318000092/mtrx2018-06x3010xka.htm,10-K/A,866273
477,MTRX,2018-06-30,https://www.sec.gov/Archives/edgar/data/866273/000086627318000082/mtrx2018-06x3010xk.htm,10-K,866273
478,MTRX,2017-06-30,https://www.sec.gov/Archives/edgar/data/866273/000086627317000091/mtrx2017-06x30x10k.htm,10-K,866273
479,MTRX,2016-06-30,https://www.sec.gov/Archives/edgar/data/866273/000086627316000209/mtrx2016-06x30x10k.htm,10-K,866273
480,MTRX,2015-06-30,https://www.sec.gov/Archives/edgar/data/866273/000086627315000080/mtrx2015-06x30x10k.htm,10-K,866273
481,MTRX,2014-06-30,https://www.sec.gov/Archives/edgar/data/866273/000086627314000092/mtrx2014-06x30x10k.htm,10-K,866273
482,MTRX,2013-06-30,https://www.sec.gov/Archives/edgar/data/866273/000086627313000057/mtrx2013-6x3010k.htm,10-K,866273
483,MTRX,,https://www.sec.gov/Archives/edgar/data/866273/000119312512382978/d360030d10k.htm,10-K,866273
484,BLK,2021-12-31,https://www.sec.gov/Archives/edgar/data/1364742/000156459022007117/blk-10k_20211231.htm,10-K,1364742
485,BLK,2020-12-31,https://www.sec.gov/Archives/edgar/data/1364742/000156459021008796/blk-10k_20201231.htm,10-K,1364742
486,BLK,2019-12-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1364742/000156459020007807/blk-10k_20191231.htm,10-K,1364742
487,BLK,2018-12-31,https://www.sec.gov/Archives/edgar/data/1364742/000156459019005479/blk-10k_20181231.htm,10-K,1364742
488,BLK,2017-12-31,https://www.sec.gov/Archives/edgar/data/1364742/000156459018003744/blk-10k_20171231.htm,10-K,1364742
489,BLK,2016-12-31,https://www.sec.gov/Archives/edgar/data/1364742/000156459017002816/blk-10k_20161231.htm,10-K,1364742
490,BLK,2015-12-31,https://www.sec.gov/Archives/edgar/data/1364742/000156459016013511/blk-10k_20151231.htm,10-K,1364742
491,BLK,2014-12-31,https://www.sec.gov/Archives/edgar/data/1364742/000119312515069955/d822114d10k.htm,10-K,1364742
492,BLK,2013-12-31,https://www.sec.gov/Archives/edgar/data/1364742/000119312514076587/d641151d10k.htm,10-K,1364742
493,BLK,2012-12-31,https://www.sec.gov/Archives/edgar/data/1364742/000119312513084957/d439552d10k.htm,10-K,1364742
494,PYPL,2021-12-31,https://www.sec.gov/Archives/edgar/data/1633917/000163391722000027/pypl-20211231.htm,10-K,1633917
495,PYPL,2020-12-31,https://www.sec.gov/Archives/edgar/data/1633917/000163391721000018/pypl-20201231.htm,10-K,1633917
496,PYPL,2019-12-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1633917/000163391720000028/pypl201910-k.htm,10-K,1633917
497,PYPL,2018-12-31,https://www.sec.gov/Archives/edgar/data/1633917/000163391719000043/pypl201810-k.htm,10-K,1633917
498,PYPL,2017-12-31,https://www.sec.gov/Archives/edgar/data/1633917/000163391718000029/pypl201710-k.htm,10-K,1633917
499,PYPL,2016-12-31,https://www.sec.gov/Archives/edgar/data/1633917/000163391717000027/pypl201610-k.htm,10-K,1633917
500,PYPL,2015-12-31,https://www.sec.gov/Archives/edgar/data/1633917/000163391716000113/pypl201510-k.htm,10-K,1633917
501,MELI,2021-12-31,https://www.sec.gov/Archives/edgar/data/1099590/000156276222000049/meli-20211231x10k.htm,10-K,1099590
502,MELI,2020-12-31,https://www.sec.gov/Archives/edgar/data/1099590/000156276221000079/meli-20201231x10k.htm,10-K,1099590
503,MELI,2019-12-31,https://www.sec.gov/Archives/edgar/data/1099590/000156276220000435/meli-20191231x10ka.htm,10-K/A,1099590
504,MELI,2019-12-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1099590/000156276220000055/meli-20191231x10k.htm,10-K,1099590
505,MELI,2018-12-31,https://www.sec.gov/Archives/edgar/data/1099590/000156276219000047/meli-20181231x10k.htm,10-K,1099590
506,MELI,2017-12-31,https://www.sec.gov/Archives/edgar/data/1099590/000156276218000040/meli-20171231x10k.htm,10-K,1099590
507,MELI,2016-12-31,https://www.sec.gov/Archives/edgar/data/1099590/000156276217000024/meli-20161231x10k.htm,10-K,1099590
508,MELI,2015-12-31,https://www.sec.gov/Archives/edgar/data/1099590/000156276216000352/meli-20151231x10k.htm,10-K,1099590
509,MELI,2014-12-31,https://www.sec.gov/Archives/edgar/data/1099590/000119312515069727/d861783d10k.htm,10-K,1099590
510,MELI,2013-12-31,https://www.sec.gov/Archives/edgar/data/1099590/000119312514078151/d639270d10k.htm,10-K,1099590
511,MELI,2012-12-31,https://www.sec.gov/Archives/edgar/data/1099590/000119312513081326/d466750d10k.htm,10-K,1099590
512,SOFI,2021-12-31,https://www.sec.gov/Archives/edgar/data/1818874/000181887422000058/sofi-20211231.htm,10-K/A,1818874
513,SOFI,2021-12-31,https://www.sec.gov/Archives/edgar/data/1818874/000181887422000031/sofi-20211231.htm,10-K,1818874
514,SOFI,2020-12-31,https://www.sec.gov/Archives/edgar/data/1818874/000110465921053909/tm2113577d1_10ka.htm,10-K/A,1818874
515,SOFI,2020-12-31,https://www.sec.gov/Archives/edgar/data/1818874/000110465921037483/tm211754d1_10k.htm,10-K,1818874
