,stockmarket_compound_sentiment,stockmarket_positive_sentiment,stockmarket_neutral_sentiment,stockmarket_negative_sentiment,close,volume
2020-10-28,0.0772,0.075,0.859,0.066,24.6,5808208.0
2020-10-29,0.0772,0.075,0.859,0.066,25.54,4695002.0
2020-10-30,0.6705,0.19,0.749,0.061,25.96,3395091.0
2020-11-02,0.6705,0.19,0.749,0.061,27.71,4311322.0
2020-11-03,0.6705,0.19,0.749,0.061,28.12,4270256.0
2020-11-04,0.6705,0.19,0.749,0.061,27.12,3971996.0
2020-11-05,0.6705,0.19,0.749,0.061,26.2,3869998.0
2020-11-06,0.6705,0.19,0.749,0.061,24.74,4655893.0
2020-11-09,0.6705,0.19,0.749,0.061,32.4,10946944.0
2020-11-10,0.6705,0.19,0.749,0.061,33.725,5136919.0
2020-11-11,0.6705,0.19,0.749,0.061,32.85,4373573.0
2020-11-12,0.6705,0.19,0.749,0.061,31.66,2863887.0
2020-11-13,0.6705,0.19,0.749,0.061,33.6,3067222.0
2020-11-16,0.6705,0.19,0.749,0.061,35.93,4228558.0
2020-11-17,0.6705,0.19,0.749,0.061,37.31,3521369.0
2020-11-18,0.6705,0.19,0.749,0.061,37.74,5090168.0
2020-11-19,0.6705,0.19,0.749,0.061,39.44,6155597.0
2020-11-20,0.6705,0.19,0.749,0.061,39.84,3236936.0
2020-11-23,0.6705,0.19,0.749,0.061,44.49,5003527.0
2020-11-24,0.6705,0.19,0.749,0.061,47.14,5395889.0
2020-11-25,0.6705,0.19,0.749,0.061,45.39,4276846.0
2020-11-27,0.6705,0.19,0.749,0.061,43.52,3677444.0
2020-11-30,0.6705,0.19,0.749,0.061,39.96,16587219.0
2020-12-01,0.6705,0.19,0.749,0.061,39.85,4309176.0
2020-12-02,0.6705,0.19,0.749,0.061,40.52,4252834.0
2020-12-03,0.6705,0.19,0.749,0.061,41.91,3509889.0
2020-12-04,0.6705,0.19,0.749,0.061,47.22,6387695.0
2020-12-07,0.6705,0.19,0.749,0.061,45.64,3446868.0
2020-12-08,0.6705,0.19,0.749,0.061,46.14,3125202.0
2020-12-09,0.6705,0.19,0.749,0.061,47.33,4354010.0
2020-12-10,0.6705,0.19,0.749,0.061,49.94,4896086.0
2020-12-11,0.6705,0.19,0.749,0.061,50.11,2533265.0
2020-12-14,0.6705,0.19,0.749,0.061,46.95,3596824.0
2020-12-15,-0.1531,0.083,0.806,0.111,48.16,2919949.0
2020-12-16,-0.1531,0.083,0.806,0.111,47.65,2818548.0
2020-12-17,-0.1531,0.083,0.806,0.111,47.385,2430493.0
2020-12-18,-0.1531,0.083,0.806,0.111,45.84,6740618.0
2020-12-21,-0.1531,0.083,0.806,0.111,45.02,6601733.0
2020-12-22,-0.1531,0.083,0.806,0.111,44.05,3081502.0
2020-12-23,-0.1531,0.083,0.806,0.111,47.8,4810492.0
2020-12-24,-0.1531,0.083,0.806,0.111,48.25,1609051.0
2020-12-28,-0.1531,0.083,0.806,0.111,47.63,2515577.0
2020-12-29,-0.1531,0.083,0.806,0.111,47.0,2121685.0
2020-12-30,-0.1531,0.083,0.806,0.111,49.27,2914352.0
2020-12-31,-0.1531,0.083,0.806,0.111,48.4,2210853.0
2021-01-04,0.0,0.0,1.0,0.0,48.94,2820922.0
2021-01-05,0.0,0.0,1.0,0.0,53.67,6028474.0
2021-01-06,0.0,0.0,1.0,0.0,56.32,4451439.0
2021-01-07,0.0,0.0,1.0,0.0,56.79,3259921.0
2021-01-08,0.0,0.0,1.0,0.0,56.76,2749369.0
2021-01-11,0.0,0.0,1.0,0.0,58.3,2167480.0
2021-01-12,0.0,0.0,1.0,0.0,62.87,4214540.0
2021-01-13,0.0,0.0,1.0,0.0,61.54,2484229.0
2021-01-14,0.0,0.0,1.0,0.0,61.93,3008589.0
2021-01-15,0.7003,0.162,0.838,0.0,59.235,2840085.0
2021-01-19,0.0,0.0,1.0,0.0,60.02,1922772.0
2021-01-20,0.2732,0.14,0.86,0.0,60.62,2348485.0
2021-01-21,-0.4478,0.057,0.874,0.069,60.78,4382910.0
2021-01-22,-0.4478,0.057,0.874,0.069,63.74,4518275.0
2021-01-25,-0.4478,0.057,0.874,0.069,61.33,3581038.0
2021-01-26,-0.4478,0.057,0.874,0.069,59.61,2928535.0
2021-01-27,-0.4478,0.057,0.874,0.069,56.59,4060734.0
2021-01-28,-0.4478,0.057,0.874,0.069,60.31,3634968.0
2021-01-29,0.0,0.0,1.0,0.0,56.69,3138174.0
2021-02-01,0.0,0.0,1.0,0.0,57.98,1934803.0
2021-02-02,0.0,0.0,1.0,0.0,58.415,1886246.0
2021-02-03,0.0,0.0,1.0,0.0,63.58,4214014.0
2021-02-04,0.0,0.0,1.0,0.0,65.35,2928472.0
2021-02-05,0.0,0.0,1.0,0.0,64.45,1912800.0
2021-02-08,0.9948,0.188,0.804,0.009,68.93,2662033.0
2021-02-09,0.9948,0.188,0.804,0.009,66.97,2409362.0
2021-02-10,0.9948,0.188,0.804,0.009,68.88,2186431.0
2021-02-11,0.9948,0.188,0.804,0.009,67.77,1815493.0
2021-02-12,0.9948,0.188,0.804,0.009,69.12,1991547.0
2021-02-16,0.8875,0.088,0.859,0.053,68.97,2524266.0
2021-02-17,0.8875,0.088,0.859,0.053,68.84,1951315.0
2021-02-18,0.8875,0.088,0.859,0.053,65.14,2338322.0
2021-02-19,0.7184,0.206,0.794,0.0,65.57,2294108.0
2021-02-22,0.9808,0.252,0.724,0.025,68.4,3405925.0
2021-02-23,0.9808,0.252,0.724,0.025,71.01,5421125.0
2021-02-24,0.9808,0.252,0.724,0.025,73.8,2798423.0
2021-02-25,0.9808,0.252,0.724,0.025,69.06,2740627.0
2021-02-26,0.9808,0.252,0.724,0.025,69.28,2530536.0
2021-03-01,0.9808,0.252,0.724,0.025,73.66,3160082.0
2021-03-02,0.9808,0.252,0.724,0.025,71.01,2592774.0
2021-03-03,0.9808,0.252,0.724,0.025,74.44,3671348.0
2021-03-04,0.9797,0.404,0.572,0.023,81.26,5757777.0
2021-03-05,0.9797,0.404,0.572,0.023,85.27,6623347.0
2021-03-08,0.6486,0.122,0.878,0.0,84.17,3194380.0
2021-03-09,0.9709,0.096,0.848,0.056,81.03,3557561.0
2021-03-10,0.9709,0.096,0.848,0.056,80.94,2816836.0
2021-03-11,0.128,0.158,0.842,0.0,84.04,2355048.0
2021-03-12,0.9785,0.221,0.706,0.073,82.01,2146329.0
2021-03-15,-0.5719,0.051,0.87,0.079,84.29,2133869.0
2021-03-16,-0.5719,0.051,0.87,0.079,82.09,5632064.0
2021-03-17,-0.5719,0.051,0.87,0.079,81.41,2596775.0
2021-03-18,-0.5719,0.051,0.87,0.079,75.17,3539732.0
2021-03-19,-0.5719,0.051,0.87,0.079,75.81,9533135.0
2021-03-22,-0.5719,0.051,0.87,0.079,75.31,2663310.0
2021-03-23,-0.5719,0.051,0.87,0.079,72.13,3744147.0
2021-03-24,-0.5719,0.051,0.87,0.079,74.39,2555294.0
2021-03-25,-0.5719,0.051,0.87,0.079,73.8,3059965.0
2021-03-26,-0.5719,0.051,0.87,0.079,75.79,2158181.0
2021-03-29,0.0,0.0,1.0,0.0,74.24,1857336.0
2021-03-30,0.7269,0.118,0.831,0.051,74.48,1567566.0
2021-03-31,0.7269,0.118,0.831,0.051,73.49,2509281.0
2021-04-01,0.7269,0.118,0.831,0.051,81.22,4708908.0
2021-04-05,0.4637,0.232,0.626,0.142,75.4,3867773.0
2021-04-06,0.4637,0.232,0.626,0.142,75.46,2532366.0
2021-04-07,0.4637,0.232,0.626,0.142,76.31,2065817.0
2021-04-08,0.4637,0.232,0.626,0.142,75.2,3253438.0
2021-04-09,-0.2383,0.15,0.685,0.165,74.8,1805234.0
2021-04-12,-0.2383,0.15,0.685,0.165,73.88,1491399.0
2021-04-13,-0.2383,0.15,0.685,0.165,75.71,1787112.0
2021-04-14,-0.2383,0.15,0.685,0.165,80.33,2700291.0
2021-04-15,0.1779,0.159,0.841,0.0,79.08,1638736.0
2021-04-16,0.1779,0.159,0.841,0.0,77.54,1428689.0
2021-04-19,0.8173,0.196,0.804,0.0,77.65,1627828.0
2021-04-20,0.8173,0.196,0.804,0.0,74.26,2533193.0
2021-04-21,-0.2112,0.134,0.749,0.117,75.26,1565290.0
2021-04-22,-0.2112,0.134,0.749,0.117,75.28,1290348.0
2021-04-23,-0.2112,0.134,0.749,0.117,76.13,1146618.0
2021-04-26,-0.2112,0.134,0.749,0.117,77.46,1190834.0
2021-04-27,-0.2112,0.134,0.749,0.117,79.32,1298095.0
2021-04-28,0.0,0.0,1.0,0.0,83.68,2768324.0
2021-04-29,0.0,0.0,1.0,0.0,84.34,2084436.0
2021-04-30,0.0,0.0,1.0,0.0,81.73,1714989.0
2021-05-03,0.0,0.0,1.0,0.0,83.92,1987169.0
2021-05-04,0.0,0.0,1.0,0.0,79.2,4633960.0
2021-05-05,0.4019,0.049,0.951,0.0,83.12,4663955.0
2021-05-06,0.4019,0.049,0.951,0.0,82.25,2242479.0
2021-05-07,0.4019,0.049,0.951,0.0,84.21,2095352.0
2021-05-10,-0.755,0.0,0.865,0.135,82.76,2029938.0
2021-05-11,-0.755,0.0,0.865,0.135,79.8,2501775.0
2021-05-12,-0.755,0.0,0.865,0.135,79.48,3702041.0
2021-05-13,-0.755,0.0,0.865,0.135,76.15,2868234.0
2021-05-14,-0.755,0.0,0.865,0.135,78.7,2387290.0
2021-05-17,0.44935,0.119,0.881,0.0,80.36,2344541.0
2021-05-18,0.44935,0.119,0.881,0.0,80.0,2063906.0
2021-05-19,0.44935,0.119,0.881,0.0,77.92,2712993.0
2021-05-20,0.44935,0.119,0.881,0.0,76.53,2686258.0
2021-05-21,0.44935,0.119,0.881,0.0,76.31,2688164.0
2021-05-24,0.44935,0.119,0.881,0.0,77.3,2324694.0
2021-05-25,0.44935,0.119,0.881,0.0,75.48,1534560.0
2021-05-26,0.44935,0.119,0.881,0.0,78.29,2385664.0
2021-05-27,0.44935,0.119,0.881,0.0,79.34,1741557.0
2021-05-28,0.44935,0.119,0.881,0.0,80.07,1361541.0
2021-06-01,0.44935,0.119,0.881,0.0,86.61,4189327.0
2021-06-02,0.8271,0.154,0.763,0.083,86.44,2704107.0
2021-06-03,0.8271,0.154,0.763,0.083,86.52,2082766.0
2021-06-04,0.8271,0.154,0.763,0.083,85.82,2294446.0
2021-06-07,0.8271,0.154,0.763,0.083,87.19,1269725.0
2021-06-08,0.8271,0.154,0.763,0.083,89.64,2684975.0
2021-06-09,0.8271,0.154,0.763,0.083,88.28,2791189.0
2021-06-10,0.8271,0.154,0.763,0.083,86.99,1770809.0
2021-06-11,0.8271,0.154,0.763,0.083,87.27,1406087.0
2021-06-14,0.8271,0.154,0.763,0.083,86.44,1526256.0
2021-06-15,0.8271,0.154,0.763,0.083,90.85,2720108.0
2021-06-16,0.8271,0.154,0.763,0.083,90.37,1669041.0
2021-06-17,0.8271,0.154,0.763,0.083,86.89,2807935.0
2021-06-18,0.8271,0.154,0.763,0.083,86.18,4271552.0
2021-06-21,0.8271,0.154,0.763,0.083,91.5,2732865.0
2021-06-22,0.8271,0.154,0.763,0.083,91.33,2020327.0
2021-06-23,0.8271,0.154,0.763,0.083,91.91,2319316.0
2021-06-24,0.8271,0.154,0.763,0.083,94.25,1761402.0
2021-06-25,0.8271,0.154,0.763,0.083,96.31,4879655.0
2021-06-28,0.8271,0.154,0.763,0.083,92.47,2339963.0
2021-06-29,-0.8109,0.05,0.801,0.15,92.62,1710510.0
2021-06-30,-0.8109,0.05,0.801,0.15,93.89,2107667.0
2021-07-01,-0.8109,0.05,0.801,0.15,99.6,5549585.0
2021-07-02,-0.8109,0.05,0.801,0.15,98.06,1772802.0
2021-07-06,-0.8109,0.05,0.801,0.15,91.17,3325760.0
2021-07-07,0.0,0.0,1.0,0.0,87.99,3722721.0
2021-07-08,0.0,0.0,1.0,0.0,88.19,3047447.0
2021-07-09,0.0,0.0,1.0,0.0,89.42,1831583.0
2021-07-12,0.0,0.0,1.0,0.0,89.83,1403006.0
2021-07-13,0.0,0.0,1.0,0.0,90.04,1209753.0
2021-07-14,0.0,0.0,1.0,0.0,84.58,2216362.0
2021-07-15,0.4788,0.09,0.91,0.0,81.74,2981301.0
2021-07-16,0.4788,0.09,0.91,0.0,78.36,1963513.0
2021-07-19,0.4788,0.09,0.91,0.0,73.19,4693848.0
2021-07-20,0.4788,0.09,0.91,0.0,74.92,2794976.0
2021-07-21,0.4788,0.09,0.91,0.0,79.34,2986113.0
2021-07-22,0.4788,0.09,0.91,0.0,78.67,1593067.0
2021-07-23,0.4788,0.09,0.91,0.0,78.24,1937137.0
2021-07-26,-0.2263,0.0,0.678,0.322,80.25,2015466.0
2021-07-27,-0.2263,0.0,0.678,0.322,78.55,1815176.0
2021-07-28,0.0772,0.073,0.859,0.068,79.58,2749019.0
2021-07-29,0.0772,0.073,0.859,0.068,79.54,1478589.0
2021-07-30,0.0772,0.073,0.859,0.068,77.13,2082341.0
2021-08-02,0.0772,0.073,0.859,0.068,76.75,2850803.0
2021-08-03,0.0772,0.073,0.859,0.068,80.53,4090355.0
2021-08-04,0.0772,0.073,0.859,0.068,76.42,2713643.0
2021-08-05,0.0772,0.073,0.859,0.068,79.83,2331326.0
2021-08-06,0.0772,0.073,0.859,0.068,80.05,1659803.0
2021-08-09,0.0772,0.073,0.859,0.068,77.23,2150070.0
2021-08-10,0.0772,0.073,0.859,0.068,78.12,2718939.0
2021-08-11,0.0772,0.073,0.859,0.068,79.01,1695573.0
2021-08-12,0.0772,0.073,0.859,0.068,79.37,972192.0
2021-08-13,0.0772,0.073,0.859,0.068,75.64,1785678.0
2021-08-16,0.0772,0.073,0.859,0.068,72.54,2564147.0
2021-08-17,0.0772,0.073,0.859,0.068,71.88,1904289.0
2021-08-18,0.0772,0.073,0.859,0.068,69.81,1632138.0
2021-08-19,0.0772,0.073,0.859,0.068,67.88,4152779.0
2021-08-20,0.0772,0.073,0.859,0.068,68.18,2323419.0
2021-08-23,0.0772,0.073,0.859,0.068,72.2,3153815.0
2021-08-24,0.0772,0.073,0.859,0.068,74.2,2315794.0
2021-08-25,0.0772,0.073,0.859,0.068,75.01,1758022.0
2021-08-26,0.7599,0.255,0.745,0.0,73.08,1885180.0
2021-08-27,0.7599,0.255,0.745,0.0,76.65,2357545.0
2021-08-30,0.7599,0.255,0.745,0.0,76.28,1550606.0
2021-08-31,0.7599,0.255,0.745,0.0,77.14,1549012.0
2021-09-01,0.7775,0.083,0.858,0.059,74.16,4147165.0
2021-09-02,0.7775,0.083,0.858,0.059,76.57,2422842.0
2021-09-03,0.7775,0.083,0.858,0.059,75.56,1672318.0
2021-09-07,0.7775,0.083,0.858,0.059,74.93,2166845.0
2021-09-08,0.0,0.0,1.0,0.0,74.7,1893132.0
2021-09-09,0.0,0.0,1.0,0.0,75.66,1823595.0
2021-09-10,0.0,0.0,1.0,0.0,75.04,1384783.0
2021-09-13,0.0,0.0,1.0,0.0,77.8,2115765.0
2021-09-14,0.21619999999999998,0.07933333333333333,0.9206666666666666,0.0,75.68,1934564.0
2021-09-15,0.21619999999999998,0.07933333333333333,0.9206666666666666,0.0,81.58,3564945.0
2021-09-16,0.21619999999999998,0.07933333333333333,0.9206666666666666,0.0,80.07,1994190.0
2021-09-17,0.21619999999999998,0.07933333333333333,0.9206666666666666,0.0,82.62,6716681.0
2021-09-20,0.7644,0.102,0.855,0.043,79.11,3201782.0
2021-09-21,0.7644,0.102,0.855,0.043,80.04,2146745.0
2021-09-22,0.7644,0.102,0.855,0.043,84.38,2860019.0
2021-09-23,0.7644,0.102,0.855,0.043,87.86,2531209.0
2021-09-24,0.7644,0.102,0.855,0.043,88.72,2383174.0
2021-09-27,0.7644,0.102,0.855,0.043,95.48,3889434.0
2021-09-28,0.9087,0.145,0.814,0.041,94.98,3424139.0
2021-09-29,0.9087,0.145,0.814,0.041,96.05,2392007.0
2021-09-30,0.9087,0.145,0.814,0.041,94.67,2982205.0
2021-10-01,0.7351,0.198,0.712,0.09,98.86,2774342.0
2021-10-04,-0.2732,0.0,0.932,0.068,103.38,4556327.0
2021-10-05,-0.2732,0.0,0.932,0.068,104.16,4146008.0
2021-10-06,-0.2732,0.0,0.932,0.068,104.11,2992521.0
2021-10-07,0.0772,0.073,0.865,0.062,105.12,2156535.0
2021-10-08,0.0772,0.073,0.865,0.062,109.9,3152145.0
2021-10-11,0.0772,0.073,0.865,0.062,110.73,3246569.0
2021-10-12,0.0772,0.073,0.865,0.062,110.0,2454660.0
2021-10-13,0.0772,0.073,0.865,0.062,108.19,2920948.0
2021-10-14,0.0772,0.073,0.865,0.062,108.83,2326644.0
2021-10-15,0.0772,0.073,0.865,0.062,108.28,2381607.0
2021-10-18,0.0,0.0,1.0,0.0,109.26,3613421.0
2021-10-19,0.0,0.0,1.0,0.0,110.94,1677389.0
2021-10-20,0.9903,0.198,0.802,0.0,111.15,1645910.0
2021-10-21,0.9903,0.198,0.802,0.0,108.93,1529480.0
2021-10-22,0.296,0.167,0.833,0.0,109.33,2153341.0
2021-10-25,0.296,0.167,0.833,0.0,109.41,2820273.0
2021-10-26,0.8988,0.122,0.8685,0.0095,111.69,1891667.0
2021-10-27,0.8988,0.122,0.8685,0.0095,107.58,2070087.0
2021-10-28,0.8988,0.122,0.8685,0.0095,109.01,1673075.0
2021-10-29,0.8988,0.122,0.8685,0.0095,107.19,2143292.0
2021-11-01,0.8988,0.122,0.8685,0.0095,111.61,3981251.0
2021-11-02,0.8988,0.122,0.8685,0.0095,114.45,4229248.0
2021-11-03,0.9348,0.207,0.793,0.0,111.81,2672253.0
2021-11-04,0.9348,0.207,0.793,0.0,112.76,2656299.0
2021-11-05,0.9348,0.207,0.793,0.0,113.79,1869174.0
2021-11-08,0.974,0.37,0.576,0.054,115.71,2161778.0
2021-11-09,0.974,0.37,0.576,0.054,112.99,2345859.0
2021-11-10,0.974,0.37,0.576,0.054,107.16,2657293.0
2021-11-11,0.974,0.37,0.576,0.054,108.77,1648687.0
2021-11-12,0.974,0.37,0.576,0.054,109.95,1835774.0
2021-11-15,0.974,0.37,0.576,0.054,111.17,1706976.0
2021-11-16,0.974,0.37,0.576,0.054,110.18,2032161.0
2021-11-17,0.974,0.37,0.576,0.054,107.24,2339862.0
2021-11-18,0.974,0.37,0.576,0.054,107.96,1903749.0
2021-11-19,0.974,0.37,0.576,0.054,102.17,4786786.0
2021-11-22,0.974,0.37,0.576,0.054,105.47,2790978.0
2021-11-23,0.974,0.37,0.576,0.054,110.19,2827800.0
2021-11-24,0.974,0.37,0.576,0.054,114.2,2156996.0
2021-11-26,0.7203,0.096,0.836,0.068,107.48,3125111.0
2021-11-29,-0.5106,0.08,0.788,0.132,109.93,4237227.0
2021-11-30,-0.5106,0.08,0.788,0.132,106.73,15936452.0
2021-12-01,-0.5106,0.08,0.788,0.132,103.0,4075852.0
2021-12-02,-0.5106,0.08,0.788,0.132,106.43,2887604.0
2021-12-03,-0.5106,0.08,0.788,0.132,106.0,2492429.0
2021-12-06,-0.5106,0.08,0.788,0.132,108.23,1926614.0
2021-12-07,-0.5106,0.08,0.788,0.132,115.59,2949284.0
2021-12-08,-0.5106,0.08,0.788,0.132,113.63,2303284.0
2021-12-09,-0.5106,0.08,0.788,0.132,110.33,1917845.0
2021-12-10,-0.5106,0.08,0.788,0.132,111.18,1939597.0
2021-12-13,-0.5106,0.08,0.788,0.132,106.61,2010846.0
2021-12-14,-0.5106,0.08,0.788,0.132,104.07,2761891.0
2021-12-15,-0.5106,0.08,0.788,0.132,103.75,3685395.0
2021-12-16,-0.5106,0.08,0.788,0.132,105.3,2637175.0
2021-12-17,0.0,0.0,1.0,0.0,102.43,5004492.0
2021-12-20,0.0,0.0,1.0,0.0,99.12,2716680.0
2021-12-21,0.0,0.0,1.0,0.0,104.9,2141354.0
2021-12-22,0.0,0.0,1.0,0.0,105.69,1765956.0
2021-12-23,0.0,0.0,1.0,0.0,105.94,1639046.0
2021-12-27,0.0,0.0,1.0,0.0,111.14,2062847.0
2021-12-28,0.0,0.0,1.0,0.0,110.16,1408394.0
2021-12-29,0.0,0.0,1.0,0.0,108.71,1256238.0
2021-12-30,0.0,0.0,1.0,0.0,107.31,1230902.0
2021-12-31,-0.3977,0.078,0.772,0.15,107.85,1293151.0
2022-01-03,-0.3977,0.078,0.772,0.15,111.84,2009154.0
2022-01-04,0.0,0.0,1.0,0.0,119.2,4504355.0
2022-01-05,0.0,0.0,1.0,0.0,118.15,2992458.0
2022-01-06,-0.2263,0.063,0.875,0.062,123.65,3340929.0
2022-01-07,-0.2263,0.063,0.875,0.062,121.52,2439366.0
2022-01-10,-0.2338,0.033,0.944,0.023,121.35,2349415.0
2022-01-11,0.0,0.0,1.0,0.0,124.36,3423504.0
2022-01-12,0.0,0.0,1.0,0.0,124.57,3483749.0
2022-01-13,0.0,0.0,1.0,0.0,124.08,2631008.0
2022-01-14,0.0,0.0,1.0,0.0,129.21,1940732.0
2022-01-18,0.83535,0.1965,0.7895,0.0145,125.94,4450305.0
2022-01-19,0.83535,0.1965,0.7895,0.0145,125.71,2093190.0
2022-01-20,0.83535,0.1965,0.7895,0.0145,121.91,2664009.0
2022-01-21,0.83535,0.1965,0.7895,0.0145,117.99,3196415.0
2022-01-24,0.8658,0.149,0.851,0.0,119.42,3462584.0
2022-01-25,0.8658,0.149,0.851,0.0,126.98,3364365.0
2022-01-26,0.8658,0.149,0.851,0.0,127.4,3129036.0
2022-01-27,0.8658,0.149,0.851,0.0,128.64,2657621.0
2022-01-28,0.8658,0.149,0.851,0.0,128.72,2354962.0
2022-01-31,0.8658,0.149,0.851,0.0,126.16,2419388.0
2022-02-01,0.9918,0.149,0.818,0.033,130.21,3550019.0
2022-02-02,0.9918,0.149,0.818,0.033,130.97,2200093.0
2022-02-03,0.8934,0.159,0.753,0.088,129.39,1816833.0
2022-02-04,0.8934,0.159,0.753,0.088,132.06,2794350.0
2022-02-07,0.8934,0.159,0.753,0.088,130.18,2067454.0
2022-02-08,0.8934,0.159,0.753,0.088,124.37,3251248.0
2022-02-09,0.8934,0.159,0.753,0.088,128.88,1765201.0
2022-02-10,0.8934,0.159,0.753,0.088,130.42,2351606.0
2022-02-11,0.8934,0.159,0.753,0.088,135.57,3508209.0
2022-02-14,0.8934,0.159,0.753,0.088,130.47,2823251.0
2022-02-15,0.8934,0.159,0.753,0.088,127.88,2289082.0
2022-02-16,0.8934,0.159,0.753,0.088,129.82,2229315.0
2022-02-17,0.8934,0.159,0.753,0.088,129.69,1887825.0
2022-02-18,0.8934,0.159,0.753,0.088,131.47,2784200.0
2022-02-22,0.8934,0.159,0.753,0.088,128.03,4105718.0
2022-02-23,0.4215,0.412,0.588,0.0,129.56,3864612.0
2022-02-24,0.4215,0.412,0.588,0.0,127.89,4632468.0
2022-02-25,0.4215,0.412,0.588,0.0,133.27,3054866.0
2022-02-28,0.4215,0.412,0.588,0.0,138.1,3647148.0
2022-03-01,0.4215,0.412,0.588,0.0,136.83,3689426.0
2022-03-02,0.4215,0.412,0.588,0.0,136.67,2908166.0
2022-03-03,0.4215,0.412,0.588,0.0,134.12,2269013.0
2022-03-04,0.4215,0.412,0.588,0.0,137.8,3007107.0
2022-03-07,0.6249,0.124,0.876,0.0,134.44,4159174.0
2022-03-08,0.6249,0.124,0.876,0.0,134.44,4053130.0
2022-03-09,0.6249,0.124,0.876,0.0,130.05,4269462.0
2022-03-10,0.6249,0.124,0.876,0.0,134.07,2991226.0
2022-03-11,0.6249,0.124,0.876,0.0,129.69,2167717.0
2022-03-14,0.6249,0.124,0.876,0.0,126.19,2854027.0
2022-03-15,0.6249,0.124,0.876,0.0,124.56,3295662.0
2022-03-16,0.6249,0.124,0.876,0.0,125.63,3157566.0
2022-03-17,0.6249,0.124,0.876,0.0,133.88,3386474.0
2022-03-18,0.6249,0.124,0.876,0.0,131.45,4783140.0
2022-03-21,0.6249,0.124,0.876,0.0,139.88,4160280.0
2022-03-22,0.6249,0.124,0.876,0.0,137.35,2885833.0
2022-03-23,0.6249,0.124,0.876,0.0,142.65,2362196.0
2022-03-24,0.6249,0.124,0.876,0.0,143.19,2029614.0
2022-03-25,0.6249,0.124,0.876,0.0,146.51,2177117.0
2022-03-28,0.6249,0.124,0.876,0.0,140.7,1948591.0
2022-03-29,0.6249,0.124,0.876,0.0,138.73,2263646.0
2022-03-30,0.6249,0.124,0.876,0.0,139.15,1563347.0
2022-03-31,0.6249,0.124,0.876,0.0,137.08,1882495.0
2022-04-01,0.6249,0.124,0.876,0.0,138.44,1821464.0
2022-04-04,0.6249,0.124,0.876,0.0,139.59,1403063.0
2022-04-05,0.6249,0.124,0.876,0.0,135.48,1845341.0
2022-04-06,0.6249,0.124,0.876,0.0,135.06,1650401.0
2022-04-07,0.6249,0.124,0.876,0.0,136.95,1616574.0
2022-04-08,0.6249,0.124,0.876,0.0,141.99,2256506.0
2022-04-11,0.6249,0.124,0.876,0.0,135.11,2386825.0
2022-04-12,0.6249,0.124,0.876,0.0,139.18,1656849.0
2022-04-13,0.6249,0.124,0.876,0.0,140.34,1623137.0
2022-04-14,-0.0235,0.075,0.861,0.064,138.44,1587821.0
2022-04-18,-0.0235,0.075,0.861,0.064,140.0,1713735.0
2022-04-19,-0.0235,0.075,0.861,0.064,137.92,1949545.0
2022-04-20,-0.0235,0.075,0.861,0.064,141.9,1878084.0
2022-04-21,0.2023,0.077,0.866,0.057,137.35,2423201.0
2022-04-22,0.2023,0.077,0.866,0.057,130.1,2223875.0
2022-04-25,0.2023,0.077,0.866,0.057,125.82,2894792.0
2022-04-26,0.2023,0.077,0.866,0.057,125.39,1582121.0
2022-04-27,0.2023,0.077,0.866,0.057,126.64,1545627.0
2022-04-28,0.2023,0.077,0.866,0.057,129.47,1891053.0
2022-04-29,0.2023,0.077,0.866,0.057,126.23,1748848.0
2022-05-02,0.2023,0.077,0.866,0.057,127.5,2292915.0
2022-05-03,0.2023,0.077,0.866,0.057,136.11,3545603.0
2022-05-04,0.2023,0.077,0.866,0.057,142.49,2572633.0
2022-05-05,0.2023,0.077,0.866,0.057,138.59,2845349.0
2022-05-06,0.2023,0.077,0.866,0.057,142.93,2719876.0
2022-05-09,0.5922666666666666,0.10466666666666667,0.8866666666666667,0.008333333333333333,129.49,3298595.0
2022-05-10,0.5922666666666666,0.10466666666666667,0.8866666666666667,0.008333333333333333,129.84,3133380.0
2022-05-11,0.9085,0.079,0.91,0.01,125.27,2685068.0
2022-05-12,0.9085,0.079,0.91,0.01,127.04,3345553.0
2022-05-13,-0.1298,0.062,0.863,0.075,133.43,2774302.0
2022-05-16,-0.1298,0.062,0.863,0.075,131.3,3945019.0
2022-05-17,-0.1027,0.0,0.938,0.062,131.45,2983824.0
2022-05-18,-0.1027,0.0,0.938,0.062,128.36,3059841.0
2022-05-19,0.8978,0.336,0.558,0.106,129.82,2935466.0
2022-05-20,-0.6179,0.092,0.781,0.127,130.28,3051277.0
