,stockmarket_compound_sentiment,stockmarket_positive_sentiment,stockmarket_neutral_sentiment,stockmarket_negative_sentiment,close,volume
2021-03-09,0.18505000000000002,0.07275000000000001,0.8535,0.07375,183.11,6089425.0
2021-03-10,0.3612,0.063,0.937,0.0,183.79,6145645.0
2021-03-11,0.3612,0.063,0.937,0.0,197.87,6045594.0
2021-03-12,0.3612,0.063,0.937,0.0,206.74,5556463.0
2021-03-13,0.4703,0.337,0.663,0.0,206.74,5556463.0
2021-03-14,0.4318,0.091,0.853,0.056,206.74,5556463.0
2021-03-15,0.4318,0.091,0.853,0.056,209.99,4337605.0
2021-03-16,0.4318,0.091,0.853,0.056,200.01,4605572.0
2021-03-17,0.4318,0.091,0.853,0.056,201.36,3781866.0
2021-03-18,0.4318,0.091,0.853,0.056,191.45,3729507.0
2021-03-19,0.4318,0.091,0.853,0.056,194.39,4457453.0
2021-03-20,0.4318,0.091,0.853,0.056,194.39,4457453.0
2021-03-21,0.4318,0.091,0.853,0.056,194.39,4457453.0
2021-03-22,0.4318,0.091,0.853,0.056,195.0,3740448.0
2021-03-23,0.4318,0.091,0.853,0.056,187.14,3482790.0
2021-03-24,0.4318,0.091,0.853,0.056,178.85,3756097.0
2021-03-25,0.4318,0.091,0.853,0.056,176.16,5284825.0
2021-03-26,0.4318,0.091,0.853,0.056,174.4,3562912.0
2021-03-27,0.4318,0.091,0.853,0.056,174.4,3562912.0
2021-03-28,0.4318,0.091,0.853,0.056,174.4,3562912.0
2021-03-29,0.4318,0.091,0.853,0.056,182.5,4516260.0
2021-03-30,0.4318,0.091,0.853,0.056,183.1,2903262.0
2021-03-31,0.4318,0.091,0.853,0.056,187.94,3081375.0
2021-04-01,0.4318,0.091,0.853,0.056,188.24,2919095.0
2021-04-02,0.4318,0.091,0.853,0.056,188.24,2919095.0
2021-04-03,0.4318,0.091,0.853,0.056,188.24,2919095.0
2021-04-04,0.4318,0.091,0.853,0.056,188.24,2919095.0
2021-04-05,0.4318,0.091,0.853,0.056,186.69,2587816.0
2021-04-06,0.4318,0.091,0.853,0.056,190.03,3565018.0
2021-04-07,0.5023,0.085,0.915,0.0,179.94,6652240.0
2021-04-08,0.8972,0.103,0.855,0.042,180.18,2623446.0
2021-04-09,0.8972,0.103,0.855,0.042,179.5,2906857.0
2021-04-10,0.8972,0.103,0.855,0.042,179.5,2906857.0
2021-04-11,0.8972,0.103,0.855,0.042,179.5,2906857.0
2021-04-12,0.8972,0.103,0.855,0.042,176.5,2544801.0
2021-04-13,0.8972,0.103,0.855,0.042,177.95,3335906.0
2021-04-14,-0.16412499999999997,0.058499999999999996,0.785,0.15675,176.22,2920034.0
2021-04-15,0.0772,0.127,0.761,0.112,175.375,2861704.0
2021-04-16,0.0772,0.127,0.761,0.112,178.64,2931952.0
2021-04-17,0.0772,0.127,0.761,0.112,178.64,2931952.0
2021-04-18,0.0772,0.127,0.761,0.112,178.64,2931952.0
2021-04-19,0.0772,0.127,0.761,0.112,174.59,3043889.0
2021-04-20,0.0772,0.127,0.761,0.112,169.57,4489886.0
2021-04-21,0.3506,0.054,0.946,0.0,166.985,3817114.0
2021-04-22,0.3506,0.054,0.946,0.0,170.71,3879217.0
2021-04-23,0.3506,0.054,0.946,0.0,174.25,3361034.0
2021-04-24,0.3506,0.054,0.946,0.0,174.25,3361034.0
2021-04-25,0.3506,0.054,0.946,0.0,174.25,3361034.0
2021-04-26,0.3506,0.054,0.946,0.0,174.88,2548435.0
2021-04-27,0.3506,0.054,0.946,0.0,177.94,2894611.0
2021-04-28,0.3506,0.054,0.946,0.0,180.0,2357357.0
2021-04-29,0.0,0.0,1.0,0.0,177.68,3090784.0
2021-04-30,0.0,0.0,1.0,0.0,172.71,3586692.0
2021-05-01,0.0,0.0,1.0,0.0,172.71,3586692.0
2021-05-02,0.0,0.0,1.0,0.0,172.71,3586692.0
2021-05-03,0.0,0.0,1.0,0.0,168.11,3148730.0
2021-05-04,0.0,0.0,1.0,0.0,168.9,4649508.0
2021-05-05,0.0,0.0,1.0,0.0,162.33,3597110.0
2021-05-06,0.0,0.0,1.0,0.0,153.71,8390991.0
2021-05-07,0.6486,0.209,0.791,0.0,151.21,7132606.0
2021-05-08,0.8934,0.224,0.776,0.0,151.21,7132606.0
2021-05-09,0.8934,0.224,0.776,0.0,151.21,7132606.0
2021-05-10,0.5163,0.119,0.834,0.047,146.73,5833490.0
2021-05-11,0.5163,0.119,0.834,0.047,142.73,8234175.0
2021-05-12,0.5163,0.119,0.834,0.047,140.25,5298442.0
2021-05-13,0.0,0.0,1.0,0.0,136.19,12747553.0
2021-05-14,-0.017966666666666648,0.046000000000000006,0.879,0.07533333333333334,141.2,20236184.0
2021-05-15,0.807,0.229,0.771,0.0,141.2,20236184.0
2021-05-16,0.9472,0.159,0.76,0.081,141.2,20236184.0
2021-05-17,0.0336,0.331,0.354,0.315,132.5,39759805.0
2021-05-18,0.0336,0.331,0.354,0.315,135.02,18564949.0
2021-05-19,0.0336,0.331,0.354,0.315,138.19,15568045.0
2021-05-20,0.0336,0.331,0.354,0.315,136.2,8906873.0
2021-05-21,0.0336,0.331,0.354,0.315,134.71,10056383.0
2021-05-22,0.0336,0.331,0.354,0.315,134.71,10056383.0
2021-05-23,0.0336,0.331,0.354,0.315,134.71,10056383.0
2021-05-24,0.0336,0.331,0.354,0.315,135.91,8541081.0
2021-05-25,0.0336,0.331,0.354,0.315,133.99,10435242.0
2021-05-26,0.0336,0.331,0.354,0.315,134.75,8179020.0
2021-05-27,0.0336,0.331,0.354,0.315,143.17,21269889.0
2021-05-28,0.0336,0.331,0.354,0.315,140.4,12000531.0
2021-05-29,0.0336,0.331,0.354,0.315,140.4,12000531.0
2021-05-30,0.0336,0.331,0.354,0.315,140.4,12000531.0
2021-05-31,0.0336,0.331,0.354,0.315,140.4,12000531.0
2021-06-01,0.0336,0.331,0.354,0.315,144.31,17106942.0
2021-06-02,0.0336,0.331,0.354,0.315,151.0,16244518.0
2021-06-03,0.0336,0.331,0.354,0.315,144.19,11082944.0
2021-06-04,0.0336,0.331,0.354,0.315,150.73,8534567.0
2021-06-05,0.0336,0.331,0.354,0.315,150.73,8534567.0
2021-06-06,0.0336,0.331,0.354,0.315,150.73,8534567.0
2021-06-07,0.0336,0.331,0.354,0.315,148.97,7780111.0
2021-06-08,0.0336,0.331,0.354,0.315,147.01,7125325.0
2021-06-09,0.0336,0.331,0.354,0.315,144.85,5602169.0
2021-06-10,0.0336,0.331,0.354,0.315,146.12,9476009.0
2021-06-11,0.0336,0.331,0.354,0.315,148.44,4817485.0
2021-06-12,0.0336,0.331,0.354,0.315,148.44,4817485.0
2021-06-13,0.6124,0.238,0.762,0.0,148.44,4817485.0
2021-06-14,0.595475,0.108,0.8675,0.0245,149.21,6104739.0
2021-06-15,-0.296,0.0,0.934,0.066,151.78,12006713.0
2021-06-16,-0.296,0.0,0.934,0.066,149.15,9626711.0
2021-06-17,-0.296,0.0,0.934,0.066,150.7,8164322.0
2021-06-18,-0.1901,0.0,0.979,0.021,152.52,11609456.0
2021-06-19,0.10670000000000002,0.0735,0.8165,0.11,152.52,11609456.0
2021-06-20,0.10670000000000002,0.0735,0.8165,0.11,152.52,11609456.0
2021-06-21,0.10670000000000002,0.0735,0.8165,0.11,149.7,8034174.0
2021-06-22,0.10670000000000002,0.0735,0.8165,0.11,149.68,5787643.0
2021-06-23,0.10670000000000002,0.0735,0.8165,0.11,151.58,9330885.0
2021-06-24,0.10670000000000002,0.0735,0.8165,0.11,150.73,8168427.0
2021-06-25,0.10670000000000002,0.0735,0.8165,0.11,149.67,6442966.0
2021-06-26,0.10670000000000002,0.0735,0.8165,0.11,149.67,6442966.0
2021-06-27,0.10670000000000002,0.0735,0.8165,0.11,149.67,6442966.0
2021-06-28,0.10670000000000002,0.0735,0.8165,0.11,149.94,6449140.0
2021-06-29,0.10670000000000002,0.0735,0.8165,0.11,146.08,7477182.0
2021-06-30,0.10670000000000002,0.0735,0.8165,0.11,153.14,9794565.0
2021-07-01,0.10670000000000002,0.0735,0.8165,0.11,153.08,9784119.0
2021-07-02,0.10670000000000002,0.0735,0.8165,0.11,150.23,4844259.0
2021-07-03,0.10670000000000002,0.0735,0.8165,0.11,150.23,4844259.0
2021-07-04,0.10670000000000002,0.0735,0.8165,0.11,150.23,4844259.0
2021-07-05,0.10670000000000002,0.0735,0.8165,0.11,150.23,4844259.0
2021-07-06,0.10670000000000002,0.0735,0.8165,0.11,148.37,5066010.0
2021-07-07,0.10670000000000002,0.0735,0.8165,0.11,143.72,5648554.0
2021-07-08,0.10670000000000002,0.0735,0.8165,0.11,142.53,4821542.0
2021-07-09,0.10670000000000002,0.0735,0.8165,0.11,149.64,7062065.0
2021-07-10,0.10670000000000002,0.0735,0.8165,0.11,149.64,7062065.0
2021-07-11,0.10670000000000002,0.0735,0.8165,0.11,149.64,7062065.0
2021-07-12,0.10670000000000002,0.0735,0.8165,0.11,146.69,3275349.0
2021-07-13,0.10670000000000002,0.0735,0.8165,0.11,143.41,5865769.0
2021-07-14,0.10670000000000002,0.0735,0.8165,0.11,139.09,8547890.0
2021-07-15,0.10670000000000002,0.0735,0.8165,0.11,137.5,6571744.0
2021-07-16,0.10670000000000002,0.0735,0.8165,0.11,134.31,6089776.0
2021-07-17,0.9477,0.204,0.712,0.084,134.31,6089776.0
2021-07-18,0.9477,0.204,0.712,0.084,134.31,6089776.0
2021-07-19,0.3982,0.235,0.765,0.0,131.88,7205529.0
2021-07-20,0.3982,0.235,0.765,0.0,136.09,6269366.0
2021-07-21,0.3982,0.235,0.765,0.0,139.25,5266170.0
2021-07-22,0.3982,0.235,0.765,0.0,139.47,4627555.0
2021-07-23,0.3982,0.235,0.765,0.0,138.73,2810586.0
2021-07-24,0.3982,0.235,0.765,0.0,138.73,2810586.0
2021-07-25,0.3982,0.235,0.765,0.0,138.73,2810586.0
2021-07-26,0.3982,0.235,0.765,0.0,142.0,6488488.0
2021-07-27,0.3982,0.235,0.765,0.0,141.58,5112548.0
2021-07-28,0.0516,0.07,0.866,0.064,143.3,4463817.0
2021-07-29,0.0516,0.07,0.866,0.064,143.47,5001427.0
2021-07-30,0.0516,0.07,0.866,0.064,144.01,4162595.0
2021-07-31,0.0516,0.07,0.866,0.064,144.01,4162595.0
2021-08-01,-0.2023,0.106,0.791,0.102,144.01,4162595.0
2021-08-02,-0.34,0.107,0.735,0.158,145.49,4518863.0
2021-08-03,-0.34,0.107,0.735,0.158,145.65,5487915.0
2021-08-04,-0.8188,0.051,0.869,0.08,147.4,4630044.0
2021-08-05,0.6023,0.167,0.783,0.05,150.32,4737099.0
2021-08-06,0.6023,0.167,0.783,0.05,149.99,4053111.0
2021-08-07,-0.1531,0.0,0.652,0.348,149.99,4053111.0
2021-08-08,-0.1531,0.0,0.652,0.348,149.99,4053111.0
2021-08-09,-0.1531,0.0,0.652,0.348,149.44,5539824.0
2021-08-10,-0.1531,0.0,0.652,0.348,147.95,5176300.0
2021-08-11,-0.1531,0.0,0.652,0.348,148.16,6715492.0
2021-08-12,0.06447499999999999,0.08625000000000001,0.8555,0.058249999999999996,151.15,8925100.0
2021-08-13,-0.050323076923076915,0.08015384615384616,0.8084615384615385,0.11130769230769232,152.76,16829435.0
2021-08-14,-0.5749333333333334,0.053,0.767,0.18000000000000002,152.76,16829435.0
2021-08-15,0.05475000000000002,0.0935,0.7965,0.10999999999999999,152.76,16829435.0
2021-08-16,0.05475000000000002,0.0935,0.7965,0.10999999999999999,148.57,7715780.0
2021-08-17,0.05475000000000002,0.0935,0.7965,0.10999999999999999,143.9,7853970.0
2021-08-18,0.05475000000000002,0.0935,0.7965,0.10999999999999999,146.74,5184898.0
2021-08-19,0.05475000000000002,0.0935,0.7965,0.10999999999999999,142.65,4730542.0
2021-08-20,0.05475000000000002,0.0935,0.7965,0.10999999999999999,143.7,3003998.0
2021-08-21,0.05475000000000002,0.0935,0.7965,0.10999999999999999,143.7,3003998.0
2021-08-22,0.05475000000000002,0.0935,0.7965,0.10999999999999999,143.7,3003998.0
2021-08-23,0.05475000000000002,0.0935,0.7965,0.10999999999999999,146.79,4725813.0
2021-08-24,-0.013149999999999995,0.033,0.9219999999999999,0.045,161.42,22096480.0
2021-08-25,-0.013149999999999995,0.033,0.9219999999999999,0.045,160.35,7267311.0
2021-08-26,0.6156,0.097,0.847,0.056,152.73,7242371.0
2021-08-27,0.9668,0.173,0.827,0.0,154.18,4817058.0
2021-08-28,0.0,0.0,1.0,0.0,154.18,4817058.0
2021-08-29,0.0,0.0,1.0,0.0,154.18,4817058.0
2021-08-30,0.0,0.0,1.0,0.0,156.02,3968424.0
2021-08-31,0.0,0.0,1.0,0.0,154.99,7397632.0
2021-09-01,0.0,0.0,1.0,0.0,156.59,4323402.0
2021-09-02,0.0,0.0,1.0,0.0,157.2,3301993.0
2021-09-03,0.0,0.0,1.0,0.0,158.0,4459310.0
2021-09-04,0.0,0.0,1.0,0.0,158.0,4459310.0
2021-09-05,0.0,0.0,1.0,0.0,158.0,4459310.0
2021-09-06,0.0,0.0,1.0,0.0,158.0,4459310.0
2021-09-07,0.0,0.0,1.0,0.0,165.0,11016968.0
2021-09-08,0.0,0.0,1.0,0.0,163.93,5840693.0
2021-09-09,0.0,0.0,1.0,0.0,166.0,5934939.0
2021-09-10,0.0,0.0,1.0,0.0,165.2,3982233.0
2021-09-11,0.0,0.0,1.0,0.0,165.2,3982233.0
2021-09-12,0.0,0.0,1.0,0.0,165.2,3982233.0
2021-09-13,0.0,0.0,1.0,0.0,160.32,7512813.0
2021-09-14,0.0,0.0,1.0,0.0,163.3,4651548.0
2021-09-15,0.0,0.0,1.0,0.0,166.37,5655720.0
2021-09-16,0.0,0.0,1.0,0.0,168.15,6090490.0
2021-09-17,0.0,0.0,1.0,0.0,166.59,20002182.0
2021-09-18,0.0,0.0,1.0,0.0,166.59,20002182.0
2021-09-19,0.0,0.0,1.0,0.0,166.59,20002182.0
2021-09-20,0.0,0.0,1.0,0.0,161.64,6840833.0
2021-09-21,0.0,0.0,1.0,0.0,169.29,8591096.0
2021-09-22,0.0,0.0,1.0,0.0,169.96,4348004.0
2021-09-23,0.0,0.0,1.0,0.0,175.13,5367658.0
2021-09-24,0.0,0.0,1.0,0.0,175.88,4083590.0
2021-09-25,0.0,0.0,1.0,0.0,175.88,4083590.0
2021-09-26,0.0,0.0,1.0,0.0,175.88,4083590.0
2021-09-27,0.0,0.0,1.0,0.0,174.26,3547893.0
2021-09-28,0.0,0.0,1.0,0.0,168.58,4359438.0
2021-09-29,0.0,0.0,1.0,0.0,168.07,2780554.0
2021-09-30,0.0,0.0,1.0,0.0,167.75,2655630.0
2021-10-01,0.0,0.0,1.0,0.0,173.01,4958852.0
2021-10-02,0.0,0.0,1.0,0.0,173.01,4958852.0
2021-10-03,-0.06784999999999997,0.2055,0.726,0.0685,173.01,4958852.0
2021-10-04,-0.06784999999999997,0.2055,0.726,0.0685,164.5,4451267.0
2021-10-05,-0.06784999999999997,0.2055,0.726,0.0685,164.74,4337968.0
2021-10-06,-0.06784999999999997,0.2055,0.726,0.0685,167.25,2454911.0
2021-10-07,-0.06784999999999997,0.2055,0.726,0.0685,169.6,2131949.0
2021-10-08,-0.06784999999999997,0.2055,0.726,0.0685,169.97,2260895.0
2021-10-09,-0.06784999999999997,0.2055,0.726,0.0685,169.97,2260895.0
2021-10-10,-0.06784999999999997,0.2055,0.726,0.0685,169.97,2260895.0
2021-10-11,-0.06784999999999997,0.2055,0.726,0.0685,166.67,2045668.0
2021-10-12,-0.06784999999999997,0.2055,0.726,0.0685,172.75,6023089.0
2021-10-13,-0.06784999999999997,0.2055,0.726,0.0685,173.58,3525652.0
2021-10-14,-0.06784999999999997,0.2055,0.726,0.0685,170.5,4143664.0
2021-10-15,-0.06784999999999997,0.2055,0.726,0.0685,169.18,3582541.0
2021-10-16,-0.06784999999999997,0.2055,0.726,0.0685,169.18,3582541.0
2021-10-17,-0.06784999999999997,0.2055,0.726,0.0685,169.18,3582541.0
2021-10-18,0.0,0.0,1.0,0.0,172.32,2786331.0
2021-10-19,0.4939,0.144,0.856,0.0,170.74,2770402.0
2021-10-20,0.4939,0.144,0.856,0.0,169.76,2673083.0
2021-10-21,0.4939,0.144,0.856,0.0,170.5,2872699.0
2021-10-22,0.4939,0.144,0.856,0.0,166.64,2965267.0
2021-10-23,0.4939,0.144,0.856,0.0,166.64,2965267.0
2021-10-24,0.4939,0.144,0.856,0.0,166.64,2965267.0
2021-10-25,0.4939,0.144,0.856,0.0,169.24,2613969.0
2021-10-26,0.4939,0.144,0.856,0.0,171.14,2918814.0
2021-10-27,0.4939,0.144,0.856,0.0,169.1,2995279.0
2021-10-28,0.4939,0.144,0.856,0.0,171.7,2135454.0
2021-10-29,0.4939,0.144,0.856,0.0,170.66,2298332.0
2021-10-30,0.4939,0.144,0.856,0.0,170.66,2298332.0
2021-10-31,0.4939,0.144,0.856,0.0,170.66,2298332.0
2021-11-01,-0.2023,0.075,0.803,0.122,174.6,4375978.0
2021-11-02,-0.2023,0.075,0.803,0.122,172.87,3287945.0
2021-11-03,0.41879999999999995,0.1495,0.7484999999999999,0.102,172.87,2825106.0
2021-11-04,0.41879999999999995,0.1495,0.7484999999999999,0.102,178.45,9664513.0
2021-11-05,0.41879999999999995,0.1495,0.7484999999999999,0.102,201.62,27331477.0
2021-11-06,0.0,0.0,1.0,0.0,201.62,27331477.0
2021-11-07,0.0,0.0,1.0,0.0,201.62,27331477.0
2021-11-08,0.0,0.0,1.0,0.0,200.32,12854585.0
2021-11-09,0.0,0.0,1.0,0.0,194.68,9054699.0
2021-11-10,0.0,0.0,1.0,0.0,192.22,6703024.0
2021-11-11,0.0,0.0,1.0,0.0,191.61,5898628.0
2021-11-12,0.0,0.0,1.0,0.0,206.54,12058525.0
2021-11-13,0.0,0.0,1.0,0.0,206.54,12058525.0
2021-11-14,0.0,0.0,1.0,0.0,206.54,12058525.0
2021-11-15,0.0,0.0,1.0,0.0,207.21,7477089.0
2021-11-16,0.0,0.0,1.0,0.0,207.04,4430615.0
2021-11-17,0.0,0.0,1.0,0.0,199.11,6380422.0
2021-11-18,0.0,0.0,1.0,0.0,204.33,4608800.0
2021-11-19,0.0,0.0,1.0,0.0,196.42,8185708.0
2021-11-20,0.0,0.0,1.0,0.0,196.42,8185708.0
2021-11-21,0.0,0.0,1.0,0.0,196.42,8185708.0
2021-11-22,0.0,0.0,1.0,0.0,181.73,12623934.0
2021-11-23,0.3825,0.262,0.738,0.0,178.27,6454523.0
2021-11-24,0.3825,0.262,0.738,0.0,179.89,4735938.0
2021-11-25,0.3825,0.262,0.738,0.0,179.89,4735938.0
2021-11-26,0.3825,0.262,0.738,0.0,173.86,6042622.0
2021-11-27,0.3825,0.262,0.738,0.0,173.86,6042622.0
2021-11-28,0.3825,0.262,0.738,0.0,173.86,6042622.0
2021-11-29,0.9936,0.25,0.698,0.053,180.08,5315987.0
2021-11-30,0.9936,0.25,0.698,0.053,172.54,10668155.0
2021-12-01,0.9936,0.25,0.698,0.053,163.08,7649028.0
2021-12-02,0.9936,0.25,0.698,0.053,169.6,5675664.0
2021-12-03,0.9936,0.25,0.698,0.053,166.75,6456566.0
2021-12-04,0.9936,0.25,0.698,0.053,166.75,6456566.0
2021-12-05,0.9936,0.25,0.698,0.053,166.75,6456566.0
2021-12-06,0.9936,0.25,0.698,0.053,180.85,9805974.0
2021-12-07,0.9936,0.25,0.698,0.053,183.31,6093260.0
2021-12-08,0.9936,0.25,0.698,0.053,186.49,4217338.0
2021-12-09,0.9936,0.25,0.698,0.053,181.46,3495685.0
2021-12-10,0.9936,0.25,0.698,0.053,180.42,3969148.0
2021-12-11,0.9936,0.25,0.698,0.053,180.42,3969148.0
2021-12-12,0.9936,0.25,0.698,0.053,180.42,3969148.0
2021-12-13,0.9936,0.25,0.698,0.053,171.04,7255928.0
2021-12-14,0.9936,0.25,0.698,0.053,167.96,5657479.0
2021-12-15,0.9936,0.25,0.698,0.053,168.14,6676652.0
2021-12-16,0.9936,0.25,0.698,0.053,156.38,9404552.0
2021-12-17,0.9936,0.25,0.698,0.053,157.91,24038490.0
2021-12-18,0.9936,0.25,0.698,0.053,157.91,24038490.0
2021-12-19,0.9936,0.25,0.698,0.053,157.91,24038490.0
2021-12-20,0.9936,0.25,0.698,0.053,157.23,4562818.0
2021-12-21,0.9936,0.25,0.698,0.053,165.66,6290448.0
2021-12-22,0.9936,0.25,0.698,0.053,169.29,4810875.0
2021-12-23,0.9936,0.25,0.698,0.053,171.31,4016459.0
2021-12-24,0.9936,0.25,0.698,0.053,171.31,4016459.0
2021-12-25,0.9936,0.25,0.698,0.053,171.31,4016459.0
2021-12-26,0.9936,0.25,0.698,0.053,171.31,4016459.0
2021-12-27,0.9936,0.25,0.698,0.053,171.68,2724475.0
2021-12-28,0.9936,0.25,0.698,0.053,169.71,2295976.0
2021-12-29,0.9936,0.25,0.698,0.053,167.44,1994669.0
